DATE,DOWNLOAD,ERROR
2020-01-23T16:25:02.577Z,46.85824,
2020-01-23T16:30:02.630Z,46.85824,
2020-01-23T16:35:02.600Z,47.26784,
2020-01-23T16:40:02.618Z,47.34976,
2020-01-23T16:45:02.634Z,47.34976,
2020-01-23T16:50:02.654Z,47.34976,
2020-01-23T16:55:02.656Z,47.34976,
2020-01-23T17:00:02.686Z,47.45216,
2020-01-23T17:05:02.693Z,47.37024,
2020-01-23T17:10:02.710Z,47.34976,
2020-01-23T17:15:02.727Z,47.24736,
2020-01-23T17:20:02.731Z,47.43168,
2020-01-23T17:25:02.749Z,47.26784,
2020-01-23T17:30:02.779Z,47.34976,
2020-01-23T17:35:02.798Z,46.63296,
2020-01-23T17:40:02.803Z,47.22688,
2020-01-23T17:45:02.825Z,47.18592,
2020-01-23T17:50:02.844Z,47.34976,
2020-01-23T17:55:02.844Z,47.4112,
2020-01-23T18:00:02.869Z,47.18592,
2020-01-23T18:05:02.871Z,47.43168,
2020-01-23T18:10:02.898Z,47.5136,
2020-01-23T18:15:02.918Z,47.39072,
2020-01-23T18:20:02.922Z,46.8992,
2020-01-23T18:25:02.942Z,47.34976,
2020-01-23T18:30:02.977Z,47.18592,
2020-01-23T18:35:02.969Z,47.26784,
2020-01-23T18:40:02.984Z,47.26784,
2020-01-23T18:45:03.004Z,47.26784,
2020-01-23T18:50:03.028Z,47.104,
2020-01-23T18:55:03.039Z,47.34976,
2020-01-23T19:00:03.048Z,47.34976,
2020-01-23T19:05:03.086Z,47.26784,
2020-01-23T19:10:03.095Z,47.34976,
2020-01-23T19:15:03.096Z,49.27488,
2020-01-23T19:20:03.098Z,47.32928,
2020-01-23T19:25:03.119Z,47.34976,
2020-01-23T19:30:03.155Z,47.34976,
2020-01-23T19:35:03.148Z,47.26784,
2020-01-23T19:40:03.171Z,47.26784,
2020-01-23T19:45:03.187Z,47.34976,
2020-01-23T19:50:03.194Z,47.34976,
2020-01-23T19:55:03.205Z,47.34976,
2020-01-23T20:00:03.235Z,30.63808,
2020-01-23T20:05:03.238Z,45.75232,
2020-01-23T20:10:03.275Z,46.44864,
2020-01-23T20:15:02.292Z,47.24736,
2020-01-23T20:20:02.274Z,41.12384,
2020-01-23T20:25:02.284Z,45.62944,
2020-01-23T20:30:02.324Z,47.26784,
2020-01-23T20:35:02.353Z,47.02208,
2020-01-23T20:40:02.355Z,47.18592,
2020-01-23T20:45:02.381Z,47.47264,
2020-01-23T20:50:02.379Z,47.34976,
2020-01-23T20:55:02.389Z,47.43168,
2020-01-23T21:00:02.447Z,47.3088,
2020-01-23T21:05:02.430Z,47.34976,
2020-01-23T21:10:02.465Z,47.26784,
2020-01-23T21:15:02.451Z,47.32928,
2020-01-23T21:20:02.494Z,47.32928,
2020-01-23T21:25:02.489Z,46.6944,
2020-01-23T21:30:02.530Z,45.056,
2020-01-23T21:35:02.536Z,46.61248,
2020-01-23T21:40:02.552Z,45.38368,
2020-01-23T21:45:02.555Z,47.26784,
2020-01-23T21:50:02.577Z,45.32224,
2020-01-23T21:55:02.599Z,47.43168,
2020-01-23T22:00:02.609Z,47.32928,
2020-01-23T22:05:02.629Z,47.34976,
2020-01-23T22:10:02.642Z,46.61248,
2020-01-23T22:15:02.653Z,47.28832,
2020-01-23T22:20:02.668Z,47.02208,
2020-01-23T22:25:02.680Z,47.26784,
2020-01-23T22:30:02.736Z,47.59552,
2020-01-23T22:35:02.719Z,47.34976,
2020-01-23T22:40:02.737Z,47.26784,
2020-01-23T22:45:02.727Z,47.26784,
2020-01-23T22:50:02.746Z,47.34976,
2020-01-23T22:55:02.771Z,47.26784,
2020-01-23T23:00:02.780Z,46.7968,
2020-01-23T23:05:02.801Z,46.6944,
2020-01-23T23:10:02.810Z,47.26784,
2020-01-23T23:15:02.815Z,47.26784,
2020-01-23T23:20:02.850Z,47.34976,
2020-01-23T23:25:02.851Z,47.34976,
2020-01-23T23:30:02.872Z,48.00512,
2020-01-23T23:35:02.862Z,47.37024,
2020-01-23T23:40:02.907Z,47.22688,
2020-01-23T23:45:02.901Z,45.44512,
2020-01-23T23:50:02.925Z,47.43168,
2020-01-23T23:55:02.950Z,47.26784,
2020-01-24T00:00:02.970Z,47.57504,
2020-01-24T00:05:02.952Z,47.37024,
2020-01-24T00:10:02.988Z,47.88224,
2020-01-24T00:15:02.989Z,47.43168,
2020-01-24T00:20:03.028Z,45.4656,
2020-01-24T00:25:03.035Z,47.43168,
2020-01-24T00:30:03.070Z,47.26784,
2020-01-24T00:35:03.058Z,47.26784,
2020-01-24T00:40:03.077Z,46.46912,
2020-01-24T00:45:03.096Z,47.37024,
2020-01-24T00:50:03.099Z,47.34976,
2020-01-24T00:55:03.136Z,47.34976,
2020-01-24T01:00:03.134Z,47.26784,
2020-01-24T01:05:03.137Z,47.08352,
2020-01-24T01:10:03.185Z,47.43168,
2020-01-24T01:15:03.193Z,47.37024,
2020-01-24T01:20:03.203Z,47.26784,
2020-01-24T01:25:03.232Z,48.08704,
2020-01-24T01:30:03.257Z,47.65696,
2020-01-24T01:35:03.230Z,47.34976,
2020-01-24T01:40:03.248Z,47.26784,
2020-01-24T01:45:03.263Z,47.5136,
2020-01-24T01:50:02.304Z,47.34976,
2020-01-24T01:55:02.315Z,47.39072,
2020-01-24T02:00:02.334Z,47.34976,
2020-01-24T02:05:02.340Z,47.3088,
2020-01-24T02:10:02.344Z,47.43168,
2020-01-24T02:15:02.361Z,47.45216,
2020-01-24T02:20:02.367Z,45.89568,
2020-01-24T02:25:02.372Z,47.34976,
2020-01-24T02:30:02.405Z,47.3088,
2020-01-24T02:35:02.424Z,47.26784,
2020-01-24T02:40:02.435Z,47.5136,
2020-01-24T02:45:02.453Z,47.37024,
2020-01-24T02:50:02.468Z,47.26784,
2020-01-24T02:55:02.458Z,47.34976,
2020-01-24T03:00:02.505Z,47.32928,
2020-01-24T03:05:02.505Z,47.26784,
2020-01-24T03:10:02.528Z,46.51008,
2020-01-24T03:15:02.542Z,47.26784,
2020-01-24T03:20:02.560Z,48.2304,
2020-01-24T03:25:02.571Z,47.34976,
2020-01-24T03:30:02.579Z,47.34976,
2020-01-24T03:35:02.596Z,47.32928,
2020-01-24T03:40:02.609Z,47.34976,
2020-01-24T03:45:02.619Z,47.34976,
2020-01-24T03:50:02.652Z,47.28832,
2020-01-24T03:55:02.667Z,47.34976,
2020-01-24T04:00:02.682Z,46.53056,
2020-01-24T04:05:02.701Z,47.43168,
2020-01-24T04:10:02.704Z,47.3088,
2020-01-24T04:15:02.714Z,47.43168,
2020-01-24T04:20:02.726Z,47.34976,
2020-01-24T04:25:02.759Z,47.5136,
2020-01-24T04:30:02.799Z,46.85824,
2020-01-24T04:35:02.787Z,47.26784,
2020-01-24T04:40:02.790Z,47.39072,
2020-01-24T04:45:02.800Z,47.34976,
2020-01-24T04:50:02.809Z,47.43168,
2020-01-24T04:55:02.835Z,47.39072,
2020-01-24T05:00:02.833Z,47.26784,
2020-01-24T05:05:02.857Z,47.34976,
2020-01-24T05:10:02.883Z,47.26784,
2020-01-24T05:15:02.895Z,47.34976,
2020-01-24T05:20:02.899Z,47.34976,
2020-01-24T05:25:02.914Z,47.18592,
2020-01-24T05:30:02.927Z,47.32928,
2020-01-24T05:35:02.940Z,47.34976,
2020-01-24T05:40:02.953Z,47.34976,
2020-01-24T05:45:02.972Z,47.34976,
2020-01-24T05:50:02.989Z,47.2064,
2020-01-24T05:55:03.014Z,47.16544,
2020-01-24T06:00:03.048Z,47.37024,
2020-01-24T06:05:03.040Z,47.18592,
2020-01-24T06:10:03.037Z,36.6592,
2020-01-24T06:15:03.059Z,47.26784,
2020-01-24T06:20:03.073Z,46.24384,
2020-01-24T06:25:03.101Z,47.3088,
2020-01-24T06:30:03.115Z,48.18944,
2020-01-24T06:35:03.140Z,47.34976,
2020-01-24T06:40:03.144Z,47.43168,
2020-01-24T06:45:03.159Z,47.86176,
2020-01-24T06:50:03.162Z,47.26784,
2020-01-24T06:55:03.189Z,47.104,
2020-01-24T07:00:03.196Z,48.41472,
2020-01-24T07:05:03.201Z,47.32928,
2020-01-24T07:10:03.231Z,47.34976,
2020-01-24T07:15:03.236Z,47.24736,
2020-01-24T07:20:03.272Z,47.3088,
2020-01-24T07:25:03.272Z,47.26784,
2020-01-24T07:30:02.298Z,47.32928,
2020-01-24T07:35:02.294Z,47.34976,
2020-01-24T07:40:02.326Z,47.28832,
2020-01-24T07:45:02.338Z,47.4112,
2020-01-24T07:50:02.350Z,47.28832,
2020-01-24T07:55:02.355Z,47.43168,
2020-01-24T08:00:02.390Z,47.26784,
2020-01-24T08:05:02.403Z,47.32928,
2020-01-24T08:10:02.437Z,47.28832,
2020-01-24T08:15:02.429Z,47.3088,
2020-01-24T08:20:02.453Z,47.34976,
2020-01-24T08:25:02.460Z,47.28832,
2020-01-24T08:30:02.476Z,47.34976,
2020-01-24T08:35:02.495Z,47.26784,
2020-01-24T08:40:02.513Z,47.5136,
2020-01-24T08:45:02.516Z,47.26784,
2020-01-24T08:50:02.554Z,47.43168,
